0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,label,v_mean,v_std,v_min,v_max,v_terminal,v_pos_ratio,v_neg_ratio,energy_velocity,a_mean,a_std,a_min,a_max,a_terminal,energy_accel
-81.47136688232422,-81.48699188232422,-81.13526153564453,-81.38031005859375,-81.14423370361328,-80.90959930419922,-81.27058410644531,-80.62860107421875,-79.64350891113281,-79.61082458496094,-80.71855163574219,-81.8833999633789,-82.38578033447266,-80.15410614013672,-78.57942962646484,-77.61482238769531,-78.22663879394531,-78.80648803710938,-77.59817504882812,-76.64553833007812,-77.67442321777344,-78.5020523071289,-78.75630950927734,-78.2700424194336,-78.8263168334961,-76.04359436035156,-77.35213470458984,-79.80097198486328,-81.50983428955078,-82.57609558105469,-82.961181640625,-83.49967956542969,-83.85053253173828,-83.1192855834961,-82.63162994384766,-83.46871948242188,-83.25435638427734,-82.47261047363281,-83.87483978271484,-83.61624145507812,-82.6275405883789,-82.52101135253906,-83.1242904663086,-83.51692199707031,-82.70568084716797,-83.45524597167969,-83.6897964477539,-84.10287475585938,-82.50773620605469,-82.27625274658203,1.0,-0.016426243,0.9922111,-2.4488373,2.7827225,0.08588562,0.46938775510204084,0.5306122448979592,0.9923472,0.0051480928,1.2857755,-4.091263,3.338997,-1.3636551,1.285786
-80.90959930419922,-81.27058410644531,-80.62860107421875,-79.64350891113281,-79.61082458496094,-80.71855163574219,-81.8833999633789,-82.38578033447266,-80.15410614013672,-78.57942962646484,-77.61482238769531,-78.22663879394531,-78.80648803710938,-77.59817504882812,-76.64553833007812,-77.67442321777344,-78.5020523071289,-78.75630950927734,-78.2700424194336,-78.8263168334961,-76.04359436035156,-77.35213470458984,-79.80097198486328,-81.50983428955078,-82.57609558105469,-82.961181640625,-83.49967956542969,-83.85053253173828,-83.1192855834961,-82.63162994384766,-83.46871948242188,-83.25435638427734,-82.47261047363281,-83.87483978271484,-83.61624145507812,-82.6275405883789,-82.52101135253906,-83.1242904663086,-83.51692199707031,-82.70568084716797,-83.45524597167969,-83.6897964477539,-84.10287475585938,-82.50773620605469,-82.27625274658203,-83.43136596679688,-85.12744903564453,-85.07763671875,-84.21495819091797,-82.31794738769531,1.0,-0.028741797,1.0735593,-2.4488373,2.7827225,-0.008338928,0.46938775510204084,0.5306122448979592,1.073944,0.047041576,1.3320274,-4.091263,3.338997,1.0343323,1.3328581
-81.27058410644531,-80.62860107421875,-79.64350891113281,-79.61082458496094,-80.71855163574219,-81.8833999633789,-82.38578033447266,-80.15410614013672,-78.57942962646484,-77.61482238769531,-78.22663879394531,-78.80648803710938,-77.59817504882812,-76.64553833007812,-77.67442321777344,-78.5020523071289,-78.75630950927734,-78.2700424194336,-78.8263168334961,-76.04359436035156,-77.35213470458984,-79.80097198486328,-81.50983428955078,-82.57609558105469,-82.961181640625,-83.49967956542969,-83.85053253173828,-83.1192855834961,-82.63162994384766,-83.46871948242188,-83.25435638427734,-82.47261047363281,-83.87483978271484,-83.61624145507812,-82.6275405883789,-82.52101135253906,-83.1242904663086,-83.51692199707031,-82.70568084716797,-83.45524597167969,-83.6897964477539,-84.10287475585938,-82.50773620605469,-82.27625274658203,-83.43136596679688,-85.12744903564453,-85.07763671875,-84.21495819091797,-82.31794738769531,-83.10928344726562,1.0,-0.037524477,1.0779926,-2.4488373,2.7827225,0.064416505,0.46938775510204084,0.5306122448979592,1.0786455,-0.029860815,1.3803,-4.091263,3.338997,-2.6883469,1.3806232
-81.50983428955078,-82.57609558105469,-82.961181640625,-83.49967956542969,-83.85053253173828,-83.1192855834961,-82.63162994384766,-83.46871948242188,-83.25435638427734,-82.47261047363281,-83.87483978271484,-83.61624145507812,-82.6275405883789,-82.52101135253906,-83.1242904663086,-83.51692199707031,-82.70568084716797,-83.45524597167969,-83.6897964477539,-84.10287475585938,-82.50773620605469,-82.27625274658203,-83.43136596679688,-85.12744903564453,-85.07763671875,-84.21495819091797,-82.31794738769531,-83.10928344726562,-84.07444763183594,-83.5748519897461,-83.03312683105469,-83.26459503173828,-84.43811798095703,-84.23471069335938,-83.36373138427734,-84.2340087890625,-83.64444732666016,-84.40205383300781,-85.53305053710938,-85.64730834960938,-85.48619842529297,-84.93803405761719,-85.08655548095703,-84.41865539550781,-83.01795196533203,-78.52786254882812,-75.85401916503906,-77.42512512207031,-77.48806762695312,-77.01007080078125,1.0,0.09183191,1.1031113,-1.6960831,4.4900894,1.2015762,0.5102040816326531,0.4897959183673469,1.106927,0.032172043,1.3545413,-4.2449493,3.089386,0.54093933,1.3549234
-83.49967956542969,-83.85053253173828,-83.1192855834961,-82.63162994384766,-83.46871948242188,-83.25435638427734,-82.47261047363281,-83.87483978271484,-83.61624145507812,-82.6275405883789,-82.52101135253906,-83.1242904663086,-83.51692199707031,-82.70568084716797,-83.45524597167969,-83.6897964477539,-84.10287475585938,-82.50773620605469,-82.27625274658203,-83.43136596679688,-85.12744903564453,-85.07763671875,-84.21495819091797,-82.31794738769531,-83.10928344726562,-84.07444763183594,-83.5748519897461,-83.03312683105469,-83.26459503173828,-84.43811798095703,-84.23471069335938,-83.36373138427734,-84.2340087890625,-83.64444732666016,-84.40205383300781,-85.53305053710938,-85.64730834960938,-85.48619842529297,-84.93803405761719,-85.08655548095703,-84.41865539550781,-83.01795196533203,-78.52786254882812,-75.85401916503906,-77.42512512207031,-77.48806762695312,-77.01007080078125,-76.61082458496094,-74.46775817871094,-73.52752685546875,1.0,0.20351332,1.1254987,-1.6960831,4.4900894,0.7795197,0.5714285714285714,0.42857142857142855,1.1437502,0.026897589,1.3848561,-4.2449493,3.089386,-1.2028351,1.3851173
-82.63162994384766,-83.46871948242188,-83.25435638427734,-82.47261047363281,-83.87483978271484,-83.61624145507812,-82.6275405883789,-82.52101135253906,-83.1242904663086,-83.51692199707031,-82.70568084716797,-83.45524597167969,-83.6897964477539,-84.10287475585938,-82.50773620605469,-82.27625274658203,-83.43136596679688,-85.12744903564453,-85.07763671875,-84.21495819091797,-82.31794738769531,-83.10928344726562,-84.07444763183594,-83.5748519897461,-83.03312683105469,-83.26459503173828,-84.43811798095703,-84.23471069335938,-83.36373138427734,-84.2340087890625,-83.64444732666016,-84.40205383300781,-85.53305053710938,-85.64730834960938,-85.48619842529297,-84.93803405761719,-85.08655548095703,-84.41865539550781,-83.01795196533203,-78.52786254882812,-75.85401916503906,-77.42512512207031,-77.48806762695312,-77.01007080078125,-76.61082458496094,-74.46775817871094,-73.52752685546875,-73.3263168334961,-72.8247299194336,-72.46793365478516,1.0,0.20742238,1.1204559,-1.6960831,4.4900894,0.8285782,0.5918367346938775,0.40816326530612246,1.1394935,0.024872622,1.3672724,-4.2449493,3.089386,-0.14479065,1.3674986
-83.46871948242188,-83.25435638427734,-82.47261047363281,-83.87483978271484,-83.61624145507812,-82.6275405883789,-82.52101135253906,-83.1242904663086,-83.51692199707031,-82.70568084716797,-83.45524597167969,-83.6897964477539,-84.10287475585938,-82.50773620605469,-82.27625274658203,-83.43136596679688,-85.12744903564453,-85.07763671875,-84.21495819091797,-82.31794738769531,-83.10928344726562,-84.07444763183594,-83.5748519897461,-83.03312683105469,-83.26459503173828,-84.43811798095703,-84.23471069335938,-83.36373138427734,-84.2340087890625,-83.64444732666016,-84.40205383300781,-85.53305053710938,-85.64730834960938,-85.48619842529297,-84.93803405761719,-85.08655548095703,-84.41865539550781,-83.01795196533203,-78.52786254882812,-75.85401916503906,-77.42512512207031,-77.48806762695312,-77.01007080078125,-76.61082458496094,-74.46775817871094,-73.52752685546875,-73.3263168334961,-72.8247299194336,-72.46793365478516,-72.76493072509766,1.0,0.21844468,1.1127565,-1.6960831,4.4900894,0.3405655,0.5918367346938775,0.40816326530612246,1.1339952,-0.0106533365,1.3622818,-4.2449493,3.089386,-0.65379333,1.3623234
-84.07444763183594,-83.5748519897461,-83.03312683105469,-83.26459503173828,-84.43811798095703,-84.23471069335938,-83.36373138427734,-84.2340087890625,-83.64444732666016,-84.40205383300781,-85.53305053710938,-85.64730834960938,-85.48619842529297,-84.93803405761719,-85.08655548095703,-84.41865539550781,-83.01795196533203,-78.52786254882812,-75.85401916503906,-77.42512512207031,-77.48806762695312,-77.01007080078125,-76.61082458496094,-74.46775817871094,-73.52752685546875,-73.3263168334961,-72.8247299194336,-72.46793365478516,-72.76493072509766,-72.9789810180664,-72.53121948242188,-74.51908874511719,-75.4407730102539,-75.10858917236328,-74.74349212646484,-75.10001373291016,-75.91638946533203,-76.40364074707031,-76.5829849243164,-75.70619201660156,-75.13068389892578,-76.39031982421875,-77.34481811523438,-77.679443359375,-77.71732330322266,-76.29299926757812,-75.36784362792969,-74.636474609375,-75.28245544433594,-75.37592315673828,1.0,0.1775209,1.0787666,-1.9878693,4.4900894,0.46828002,0.5306122448979592,0.46938775510204084,1.0932753,-0.012355487,1.2305535,-4.2449493,3.089386,0.5525131,1.2306154
-83.5748519897461,-83.03312683105469,-83.26459503173828,-84.43811798095703,-84.23471069335938,-83.36373138427734,-84.2340087890625,-83.64444732666016,-84.40205383300781,-85.53305053710938,-85.64730834960938,-85.48619842529297,-84.93803405761719,-85.08655548095703,-84.41865539550781,-83.01795196533203,-78.52786254882812,-75.85401916503906,-77.42512512207031,-77.48806762695312,-77.01007080078125,-76.61082458496094,-74.46775817871094,-73.52752685546875,-73.3263168334961,-72.8247299194336,-72.46793365478516,-72.76493072509766,-72.9789810180664,-72.53121948242188,-74.51908874511719,-75.4407730102539,-75.10858917236328,-74.74349212646484,-75.10001373291016,-75.91638946533203,-76.40364074707031,-76.5829849243164,-75.70619201660156,-75.13068389892578,-76.39031982421875,-77.34481811523438,-77.679443359375,-77.71732330322266,-76.29299926757812,-75.36784362792969,-74.636474609375,-75.28245544433594,-75.37592315673828,-75.2507095336914,1.0,0.16988046,1.0777837,-1.9878693,4.4900894,0.20845795,0.5306122448979592,0.46938775510204084,1.0910898,-0.008677323,1.2309746,-4.2449493,3.089386,0.21868134,1.2310052
-84.43811798095703,-84.23471069335938,-83.36373138427734,-84.2340087890625,-83.64444732666016,-84.40205383300781,-85.53305053710938,-85.64730834960938,-85.48619842529297,-84.93803405761719,-85.08655548095703,-84.41865539550781,-83.01795196533203,-78.52786254882812,-75.85401916503906,-77.42512512207031,-77.48806762695312,-77.01007080078125,-76.61082458496094,-74.46775817871094,-73.52752685546875,-73.3263168334961,-72.8247299194336,-72.46793365478516,-72.76493072509766,-72.9789810180664,-72.53121948242188,-74.51908874511719,-75.4407730102539,-75.10858917236328,-74.74349212646484,-75.10001373291016,-75.91638946533203,-76.40364074707031,-76.5829849243164,-75.70619201660156,-75.13068389892578,-76.39031982421875,-77.34481811523438,-77.679443359375,-77.71732330322266,-76.29299926757812,-75.36784362792969,-74.636474609375,-75.28245544433594,-75.37592315673828,-75.2507095336914,-75.13577270507812,-75.53131866455078,-76.25879669189453,1.0,0.16692492,1.0684983,-1.9878693,4.4900894,-0.19526824,0.5306122448979592,0.46938775510204084,1.0814584,-0.019393444,1.2051066,-4.2449493,3.089386,-0.33193207,1.2052625
-84.23471069335938,-83.36373138427734,-84.2340087890625,-83.64444732666016,-84.40205383300781,-85.53305053710938,-85.64730834960938,-85.48619842529297,-84.93803405761719,-85.08655548095703,-84.41865539550781,-83.01795196533203,-78.52786254882812,-75.85401916503906,-77.42512512207031,-77.48806762695312,-77.01007080078125,-76.61082458496094,-74.46775817871094,-73.52752685546875,-73.3263168334961,-72.8247299194336,-72.46793365478516,-72.76493072509766,-72.9789810180664,-72.53121948242188,-74.51908874511719,-75.4407730102539,-75.10858917236328,-74.74349212646484,-75.10001373291016,-75.91638946533203,-76.40364074707031,-76.5829849243164,-75.70619201660156,-75.13068389892578,-76.39031982421875,-77.34481811523438,-77.679443359375,-77.71732330322266,-76.29299926757812,-75.36784362792969,-74.636474609375,-75.28245544433594,-75.37592315673828,-75.2507095336914,-75.13577270507812,-75.53131866455078,-76.25879669189453,-75.69158935546875,1.0,0.17434941,1.0699887,-1.9878693,4.4900894,-0.06313324,0.5306122448979592,0.46938775510204084,1.0841005,-0.0063285828,1.2158349,-4.2449493,3.089386,1.2946854,1.2158513
-83.64444732666016,-84.40205383300781,-85.53305053710938,-85.64730834960938,-85.48619842529297,-84.93803405761719,-85.08655548095703,-84.41865539550781,-83.01795196533203,-78.52786254882812,-75.85401916503906,-77.42512512207031,-77.48806762695312,-77.01007080078125,-76.61082458496094,-74.46775817871094,-73.52752685546875,-73.3263168334961,-72.8247299194336,-72.46793365478516,-72.76493072509766,-72.9789810180664,-72.53121948242188,-74.51908874511719,-75.4407730102539,-75.10858917236328,-74.74349212646484,-75.10001373291016,-75.91638946533203,-76.40364074707031,-76.5829849243164,-75.70619201660156,-75.13068389892578,-76.39031982421875,-77.34481811523438,-77.679443359375,-77.71732330322266,-76.29299926757812,-75.36784362792969,-74.636474609375,-75.28245544433594,-75.37592315673828,-75.2507095336914,-75.13577270507812,-75.53131866455078,-76.25879669189453,-75.69158935546875,-75.62325286865234,-75.25919342041016,-75.49646759033203,1.0,0.1662853,1.0552441,-1.9878693,4.4900894,0.0069702147,0.5306122448979592,0.46938775510204084,1.0682653,0.010840257,1.1607512,-4.2449493,3.089386,-0.6013336,1.1608016
